order_id,item_id,product_id,quantity,list_price,discount,total_price,Product_name,Category_name
319,2,21,1,269.99,0.2,215.992,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles
319,3,15,2,529.99,0.1,953.982,Electra Moto 1 - 2016,Cruisers Bicycles
319,4,23,1,299.99,0.05,284.9905,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles
320,1,2,1,749.99,0.1,674.991,Ritchey Timberwolf Frameset - 2016,Mountain Bikes
321,1,4,2,2899.99,0.2,4639.984,Trek Fuel EX 8 29 - 2016,Mountain Bikes
321,2,12,2,549.99,0.2,879.984,Electra Townie Original 21D - 2016,Cruisers Bicycles
321,3,26,1,599.99,0.2,479.992,Electra Townie Original 7D EQ - 2016,Comfort Bicycles
321,4,23,2,299.99,0.2,479.984,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles
322,1,13,2,269.99,0.2,431.984,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles
322,2,21,1,269.99,0.07,251.0907,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles
323,1,13,2,269.99,0.07,502.1814,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles
323,2,26,2,599.99,0.1,1079.982,Electra Townie Original 7D EQ - 2016,Comfort Bicycles
324,1,2,2,749.99,0.1,1349.982,Ritchey Timberwolf Frameset - 2016,Mountain Bikes
324,2,17,1,429,0.2,343.2,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles
324,3,22,2,269.99,0.2,431.984,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles
324,4,19,1,449,0.05,426.55,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles
324,5,12,1,549.99,0.05,522.4905,Electra Townie Original 21D - 2016,Cruisers Bicycles
325,1,7,1,3999.99,0.05,3799.9905,Trek Slash 8 27.5 - 2016,Mountain Bikes
325,2,12,1,549.99,0.2,439.992,Electra Townie Original 21D - 2016,Cruisers Bicycles
325,3,6,2,469.99,0.2,751.984,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes
326,1,12,1,549.99,0.1,494.991,Electra Townie Original 21D - 2016,Cruisers Bicycles
326,2,23,1,299.99,0.07,278.9907,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles
327,1,12,2,549.99,0.07,1022.9814,Electra Townie Original 21D - 2016,Cruisers Bicycles
327,2,13,1,269.99,0.07,251.0907,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles
327,3,4,1,2899.99,0.05,2754.9905,Trek Fuel EX 8 29 - 2016,Mountain Bikes
328,1,6,2,469.99,0.1,845.982,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes
329,1,14,2,269.99,0.07,502.1814,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles
329,2,8,2,1799.99,0.05,3419.981,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes
329,3,23,1,299.99,0.2,239.992,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles
329,4,17,1,429,0.07,398.97,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles
329,5,26,2,599.99,0.05,1139.981,Electra Townie Original 7D EQ - 2016,Comfort Bicycles
330,1,21,2,269.99,0.05,512.981,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles
331,1,17,2,429,0.1,772.2,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles
332,1,18,2,449,0.05,853.1,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles
333,1,18,2,449,0.07,835.14,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles
333,2,8,2,1799.99,0.05,3419.981,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes
333,3,3,1,999.99,0.2,799.992,Surly Wednesday Frameset - 2016,Mountain Bikes
334,1,16,2,599.99,0.2,959.984,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles
334,2,9,1,2999.99,0.05,2849.9905,Trek Conduit+ - 2016,Electric Bikes
334,3,3,2,999.99,0.05,1899.981,Surly Wednesday Frameset - 2016,Mountain Bikes
335,1,6,1,469.99,0.1,422.991,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes
335,2,2,2,749.99,0.1,1349.982,Ritchey Timberwolf Frameset - 2016,Mountain Bikes
335,3,21,1,269.99,0.07,251.0907,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles
336,1,4,1,2899.99,0.1,2609.991,Trek Fuel EX 8 29 - 2016,Mountain Bikes
336,2,12,1,549.99,0.2,439.992,Electra Townie Original 21D - 2016,Cruisers Bicycles
337,1,18,1,449,0.05,426.55,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles
337,2,4,1,2899.99,0.05,2754.9905,Trek Fuel EX 8 29 - 2016,Mountain Bikes
338,1,6,2,469.99,0.07,874.1814,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes
338,2,10,1,1549,0.07,1440.57,Surly Straggler - 2016,Cyclocross Bicycles
338,3,22,1,269.99,0.1,242.991,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles
338,4,11,2,1680.99,0.07,3126.6414,Surly Straggler 650b - 2016,Cyclocross Bicycles
338,5,9,1,2999.99,0.05,2849.9905,Trek Conduit+ - 2016,Electric Bikes
339,1,13,1,269.99,0.1,242.991,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles
339,2,15,2,529.99,0.05,1006.981,Electra Moto 1 - 2016,Cruisers Bicycles
340,1,11,1,1680.99,0.05,1596.9405,Surly Straggler 650b - 2016,Cyclocross Bicycles
340,2,24,1,549.99,0.05,522.4905,Electra Townie Original 21D - 2016,Comfort Bicycles
340,3,13,2,269.99,0.1,485.982,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles
340,4,12,2,549.99,0.07,1022.9814,Electra Townie Original 21D - 2016,Cruisers Bicycles
340,5,10,2,1549,0.1,2788.2,Surly Straggler - 2016,Cyclocross Bicycles
341,1,23,2,299.99,0.05,569.981,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles
342,1,26,1,599.99,0.07,557.9907,Electra Townie Original 7D EQ - 2016,Comfort Bicycles
342,2,9,1,2999.99,0.2,2399.992,Trek Conduit+ - 2016,Electric Bikes
342,3,16,2,599.99,0.1,1079.982,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles
343,1,20,2,599.99,0.2,959.984,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles
343,2,25,1,499.99,0.05,474.9905,Electra Townie Original 7D - 2015/2016,Comfort Bicycles
343,3,5,2,1320.99,0.05,2509.881,Heller Shagamaw Frame - 2016,Mountain Bikes
343,4,10,1,1549,0.1,1394.1,Surly Straggler - 2016,Cyclocross Bicycles
344,1,22,1,269.99,0.05,256.4905,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles
344,2,18,2,449,0.07,835.14,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles
344,3,14,1,269.99,0.2,215.992,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles
345,1,18,2,449,0.1,808.2,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles
345,2,24,2,549.99,0.07,1022.9814,Electra Townie Original 21D - 2016,Comfort Bicycles
346,1,13,1,269.99,0.07,251.0907,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles
346,2,23,1,299.99,0.2,239.992,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles
346,3,21,1,269.99,0.1,242.991,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles
346,4,15,1,529.99,0.05,503.4905,Electra Moto 1 - 2016,Cruisers Bicycles
346,5,18,2,449,0.05,853.1,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles
347,1,23,1,299.99,0.07,278.9907,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles
348,1,5,2,1320.99,0.05,2509.881,Heller Shagamaw Frame - 2016,Mountain Bikes
348,2,15,2,529.99,0.07,985.7814,Electra Moto 1 - 2016,Cruisers Bicycles
349,1,20,2,599.99,0.2,959.984,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles
350,1,6,2,469.99,0.05,892.981,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes
350,2,20,1,599.99,0.07,557.9907,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles
350,3,3,1,999.99,0.07,929.9907,Surly Wednesday Frameset - 2016,Mountain Bikes
351,1,4,2,2899.99,0.05,5509.981,Trek Fuel EX 8 29 - 2016,Mountain Bikes
351,2,24,2,549.99,0.1,989.982,Electra Townie Original 21D - 2016,Comfort Bicycles
351,3,20,1,599.99,0.2,479.992,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles
351,4,22,2,269.99,0.07,502.1814,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles
352,1,11,1,1680.99,0.2,1344.792,Surly Straggler 650b - 2016,Cyclocross Bicycles
352,2,14,1,269.99,0.2,215.992,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles
353,1,2,2,749.99,0.2,1199.984,Ritchey Timberwolf Frameset - 2016,Mountain Bikes
354,1,21,1,269.99,0.2,215.992,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles
354,2,19,1,449,0.05,426.55,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles
355,1,16,1,599.99,0.1,539.991,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles
355,2,14,2,269.99,0.07,502.1814,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles
356,1,23,2,299.99,0.05,569.981,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles
356,2,4,1,2899.99,0.05,2754.9905,Trek Fuel EX 8 29 - 2016,Mountain Bikes
356,3,13,1,269.99,0.05,256.4905,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles
357,1,17,2,429,0.05,815.1,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles
357,2,21,2,269.99,0.07,502.1814,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles
357,3,24,1,549.99,0.07,511.4907,Electra Townie Original 21D - 2016,Comfort Bicycles
357,4,9,1,2999.99,0.05,2849.9905,Trek Conduit+ - 2016,Electric Bikes
358,1,21,2,269.99,0.1,485.982,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles
358,2,6,2,469.99,0.07,874.1814,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes
358,3,8,2,1799.99,0.05,3419.981,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes
358,4,18,2,449,0.1,808.2,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles
359,1,15,2,529.99,0.07,985.7814,Electra Moto 1 - 2016,Cruisers Bicycles
359,2,9,2,2999.99,0.07,5579.9814,Trek Conduit+ - 2016,Electric Bikes
359,3,7,2,3999.99,0.2,6399.984,Trek Slash 8 27.5 - 2016,Mountain Bikes
360,1,26,1,599.99,0.05,569.9905,Electra Townie Original 7D EQ - 2016,Comfort Bicycles
360,2,7,2,3999.99,0.2,6399.984,Trek Slash 8 27.5 - 2016,Mountain Bikes
360,3,13,2,269.99,0.05,512.981,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles
360,4,25,1,499.99,0.1,449.991,Electra Townie Original 7D - 2015/2016,Comfort Bicycles
361,1,24,2,549.99,0.05,1044.981,Electra Townie Original 21D - 2016,Comfort Bicycles
361,2,6,2,469.99,0.1,845.982,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes
361,3,11,1,1680.99,0.1,1512.891,Surly Straggler 650b - 2016,Cyclocross Bicycles
362,1,2,1,749.99,0.07,697.4907,Ritchey Timberwolf Frameset - 2016,Mountain Bikes
363,1,21,2,269.99,0.1,485.982,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles
363,2,14,1,269.99,0.07,251.0907,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles
363,3,15,1,529.99,0.1,476.991,Electra Moto 1 - 2016,Cruisers Bicycles
363,4,20,1,599.99,0.2,479.992,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles
364,1,25,2,499.99,0.05,949.981,Electra Townie Original 7D - 2015/2016,Comfort Bicycles
365,1,24,2,549.99,0.07,1022.9814,Electra Townie Original 21D - 2016,Comfort Bicycles
366,1,21,1,269.99,0.1,242.991,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles
366,2,4,1,2899.99,0.07,2696.9907,Trek Fuel EX 8 29 - 2016,Mountain Bikes
366,3,16,2,599.99,0.2,959.984,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles
367,1,26,2,599.99,0.1,1079.982,Electra Townie Original 7D EQ - 2016,Comfort Bicycles
367,2,14,1,269.99,0.05,256.4905,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles
367,3,10,2,1549,0.05,2943.1,Surly Straggler - 2016,Cyclocross Bicycles
368,1,5,1,1320.99,0.2,1056.792,Heller Shagamaw Frame - 2016,Mountain Bikes
368,2,10,2,1549,0.2,2478.4,Surly Straggler - 2016,Cyclocross Bicycles
368,3,21,2,269.99,0.1,485.982,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles
368,4,19,1,449,0.05,426.55,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles
369,1,10,2,1549,0.07,2881.14,Surly Straggler - 2016,Cyclocross Bicycles
370,1,25,2,499.99,0.05,949.981,Electra Townie Original 7D - 2015/2016,Comfort Bicycles
370,2,4,2,2899.99,0.1,5219.982,Trek Fuel EX 8 29 - 2016,Mountain Bikes
371,1,14,1,269.99,0.2,215.992,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles
371,2,12,1,549.99,0.2,439.992,Electra Townie Original 21D - 2016,Cruisers Bicycles
372,1,11,1,1680.99,0.05,1596.9405,Surly Straggler 650b - 2016,Cyclocross Bicycles
372,2,14,2,269.99,0.1,485.982,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles
372,3,5,1,1320.99,0.1,1188.891,Heller Shagamaw Frame - 2016,Mountain Bikes
373,1,8,2,1799.99,0.05,3419.981,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes
373,2,22,1,269.99,0.1,242.991,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles
373,3,19,2,449,0.2,718.4,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles
373,4,12,1,549.99,0.1,494.991,Electra Townie Original 21D - 2016,Cruisers Bicycles
373,5,13,1,269.99,0.1,242.991,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles
374,1,10,1,1549,0.1,1394.1,Surly Straggler - 2016,Cyclocross Bicycles
374,2,7,1,3999.99,0.07,3719.9907,Trek Slash 8 27.5 - 2016,Mountain Bikes
375,1,21,2,269.99,0.05,512.981,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles
375,2,2,2,749.99,0.05,1424.981,Ritchey Timberwolf Frameset - 2016,Mountain Bikes
375,3,4,2,2899.99,0.07,5393.9814,Trek Fuel EX 8 29 - 2016,Mountain Bikes
375,4,12,2,549.99,0.05,1044.981,Electra Townie Original 21D - 2016,Cruisers Bicycles
376,1,2,2,749.99,0.07,1394.9814,Ritchey Timberwolf Frameset - 2016,Mountain Bikes
376,2,23,2,299.99,0.1,539.982,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles
377,1,8,1,1799.99,0.05,1709.9905,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes
377,2,14,1,269.99,0.07,251.0907,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles
378,1,26,2,599.99,0.05,1139.981,Electra Townie Original 7D EQ - 2016,Comfort Bicycles
379,1,9,1,2999.99,0.07,2789.9907,Trek Conduit+ - 2016,Electric Bikes
379,2,16,1,599.99,0.2,479.992,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles
380,1,16,1,599.99,0.05,569.9905,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles
380,2,11,2,1680.99,0.05,3193.881,Surly Straggler 650b - 2016,Cyclocross Bicycles
381,1,21,2,269.99,0.07,502.1814,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles
382,1,8,1,1799.99,0.1,1619.991,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes
382,2,9,1,2999.99,0.1,2699.991,Trek Conduit+ - 2016,Electric Bikes
382,3,13,1,269.99,0.07,251.0907,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles
383,1,19,1,449,0.07,417.57,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles
383,2,22,2,269.99,0.05,512.981,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles
383,3,13,1,269.99,0.1,242.991,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles
383,4,21,2,269.99,0.05,512.981,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles
383,5,14,1,269.99,0.1,242.991,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles
384,1,20,1,599.99,0.1,539.991,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles
384,2,21,2,269.99,0.2,431.984,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles
384,3,8,1,1799.99,0.05,1709.9905,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes
384,4,15,1,529.99,0.1,476.991,Electra Moto 1 - 2016,Cruisers Bicycles
384,5,4,1,2899.99,0.2,2319.992,Trek Fuel EX 8 29 - 2016,Mountain Bikes
385,1,21,1,269.99,0.07,251.0907,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles
385,2,7,2,3999.99,0.2,6399.984,Trek Slash 8 27.5 - 2016,Mountain Bikes
385,3,26,2,599.99,0.05,1139.981,Electra Townie Original 7D EQ - 2016,Comfort Bicycles
386,1,8,1,1799.99,0.2,1439.992,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes
386,2,3,2,999.99,0.05,1899.981,Surly Wednesday Frameset - 2016,Mountain Bikes
386,3,16,2,599.99,0.2,959.984,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles
387,1,18,1,449,0.2,359.2,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles
388,1,19,2,449,0.2,718.4,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles
388,2,13,2,269.99,0.07,502.1814,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles
388,3,2,1,749.99,0.07,697.4907,Ritchey Timberwolf Frameset - 2016,Mountain Bikes
388,4,11,1,1680.99,0.1,1512.891,Surly Straggler 650b - 2016,Cyclocross Bicycles
389,1,2,1,749.99,0.07,697.4907,Ritchey Timberwolf Frameset - 2016,Mountain Bikes
389,2,15,2,529.99,0.07,985.7814,Electra Moto 1 - 2016,Cruisers Bicycles
389,3,10,2,1549,0.05,2943.1,Surly Straggler - 2016,Cyclocross Bicycles
389,4,5,1,1320.99,0.05,1254.9405,Heller Shagamaw Frame - 2016,Mountain Bikes
389,5,9,1,2999.99,0.2,2399.992,Trek Conduit+ - 2016,Electric Bikes
390,1,23,1,299.99,0.05,284.9905,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles
390,2,7,2,3999.99,0.07,7439.9814,Trek Slash 8 27.5 - 2016,Mountain Bikes
390,3,9,1,2999.99,0.05,2849.9905,Trek Conduit+ - 2016,Electric Bikes
391,1,8,1,1799.99,0.07,1673.9907,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes
391,2,5,2,1320.99,0.2,2113.584,Heller Shagamaw Frame - 2016,Mountain Bikes
391,3,24,2,549.99,0.07,1022.9814,Electra Townie Original 21D - 2016,Comfort Bicycles
392,1,14,2,269.99,0.1,485.982,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles
392,2,3,2,999.99,0.05,1899.981,Surly Wednesday Frameset - 2016,Mountain Bikes
393,1,6,2,469.99,0.2,751.984,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes
394,1,23,1,299.99,0.05,284.9905,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles
394,2,16,1,599.99,0.2,479.992,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles
394,3,14,2,269.99,0.2,431.984,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles
395,1,14,1,269.99,0.05,256.4905,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles
396,1,12,1,549.99,0.1,494.991,Electra Townie Original 21D - 2016,Cruisers Bicycles
396,2,25,2,499.99,0.05,949.981,Electra Townie Original 7D - 2015/2016,Comfort Bicycles
396,3,5,1,1320.99,0.2,1056.792,Heller Shagamaw Frame - 2016,Mountain Bikes
397,1,7,1,3999.99,0.05,3799.9905,Trek Slash 8 27.5 - 2016,Mountain Bikes
398,1,8,2,1799.99,0.05,3419.981,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes
398,2,18,2,449,0.05,853.1,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles
398,3,25,1,499.99,0.2,399.992,Electra Townie Original 7D - 2015/2016,Comfort Bicycles
398,4,17,1,429,0.05,407.55,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles
399,1,25,1,499.99,0.05,474.9905,Electra Townie Original 7D - 2015/2016,Comfort Bicycles
399,2,11,2,1680.99,0.05,3193.881,Surly Straggler 650b - 2016,Cyclocross Bicycles
399,3,14,1,269.99,0.1,242.991,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles
400,1,24,2,549.99,0.07,1022.9814,Electra Townie Original 21D - 2016,Comfort Bicycles
400,2,9,1,2999.99,0.2,2399.992,Trek Conduit+ - 2016,Electric Bikes
400,3,3,2,999.99,0.2,1599.984,Surly Wednesday Frameset - 2016,Mountain Bikes
401,1,23,1,299.99,0.2,239.992,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles
401,2,10,2,1549,0.2,2478.4,Surly Straggler - 2016,Cyclocross Bicycles
402,1,6,2,469.99,0.07,874.1814,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes
402,2,5,1,1320.99,0.07,1228.5207,Heller Shagamaw Frame - 2016,Mountain Bikes
402,3,26,1,599.99,0.05,569.9905,Electra Townie Original 7D EQ - 2016,Comfort Bicycles
403,1,12,2,549.99,0.1,989.982,Electra Townie Original 21D - 2016,Cruisers Bicycles
403,2,7,2,3999.99,0.2,6399.984,Trek Slash 8 27.5 - 2016,Mountain Bikes
403,3,22,2,269.99,0.05,512.981,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles
403,4,24,1,549.99,0.2,439.992,Electra Townie Original 21D - 2016,Comfort Bicycles
404,1,9,1,2999.99,0.07,2789.9907,Trek Conduit+ - 2016,Electric Bikes
404,2,25,2,499.99,0.05,949.981,Electra Townie Original 7D - 2015/2016,Comfort Bicycles
404,3,16,2,599.99,0.2,959.984,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles
405,1,3,2,999.99,0.2,1599.984,Surly Wednesday Frameset - 2016,Mountain Bikes
405,2,10,2,1549,0.1,2788.2,Surly Straggler - 2016,Cyclocross Bicycles
405,3,14,2,269.99,0.07,502.1814,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles
406,1,4,1,2899.99,0.2,2319.992,Trek Fuel EX 8 29 - 2016,Mountain Bikes
407,1,20,1,599.99,0.2,479.992,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles
407,2,5,1,1320.99,0.05,1254.9405,Heller Shagamaw Frame - 2016,Mountain Bikes
408,1,18,1,449,0.2,359.2,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles
408,2,3,1,999.99,0.07,929.9907,Surly Wednesday Frameset - 2016,Mountain Bikes
408,3,2,2,749.99,0.07,1394.9814,Ritchey Timberwolf Frameset - 2016,Mountain Bikes
408,4,17,2,429,0.2,686.4,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles
409,1,15,1,529.99,0.07,492.8907,Electra Moto 1 - 2016,Cruisers Bicycles
409,2,16,2,599.99,0.2,959.984,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles
409,3,21,1,269.99,0.05,256.4905,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles
410,1,25,1,499.99,0.1,449.991,Electra Townie Original 7D - 2015/2016,Comfort Bicycles
410,2,9,2,2999.99,0.05,5699.981,Trek Conduit+ - 2016,Electric Bikes
410,3,24,2,549.99,0.1,989.982,Electra Townie Original 21D - 2016,Comfort Bicycles
411,1,2,1,749.99,0.07,697.4907,Ritchey Timberwolf Frameset - 2016,Mountain Bikes
411,2,26,2,599.99,0.05,1139.981,Electra Townie Original 7D EQ - 2016,Comfort Bicycles
412,1,7,1,3999.99,0.1,3599.991,Trek Slash 8 27.5 - 2016,Mountain Bikes
412,2,24,1,549.99,0.07,511.4907,Electra Townie Original 21D - 2016,Comfort Bicycles
412,3,17,1,429,0.1,386.1,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles
413,1,8,2,1799.99,0.05,3419.981,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes
413,2,25,1,499.99,0.1,449.991,Electra Townie Original 7D - 2015/2016,Comfort Bicycles
413,3,9,1,2999.99,0.07,2789.9907,Trek Conduit+ - 2016,Electric Bikes
414,1,4,2,2899.99,0.1,5219.982,Trek Fuel EX 8 29 - 2016,Mountain Bikes
415,1,3,1,999.99,0.07,929.9907,Surly Wednesday Frameset - 2016,Mountain Bikes
415,2,23,2,299.99,0.2,479.984,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles
415,3,5,1,1320.99,0.2,1056.792,Heller Shagamaw Frame - 2016,Mountain Bikes
415,4,6,2,469.99,0.05,892.981,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes
416,1,22,1,269.99,0.07,251.0907,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles
416,2,14,1,269.99,0.07,251.0907,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles
416,3,24,1,549.99,0.1,494.991,Electra Townie Original 21D - 2016,Comfort Bicycles
417,1,26,2,599.99,0.07,1115.9814,Electra Townie Original 7D EQ - 2016,Comfort Bicycles
417,2,6,2,469.99,0.07,874.1814,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes
418,1,12,1,549.99,0.05,522.4905,Electra Townie Original 21D - 2016,Cruisers Bicycles
418,2,20,1,599.99,0.05,569.9905,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles
419,1,9,1,2999.99,0.05,2849.9905,Trek Conduit+ - 2016,Electric Bikes
420,1,17,2,429,0.2,686.4,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles
420,2,15,2,529.99,0.1,953.982,Electra Moto 1 - 2016,Cruisers Bicycles
420,3,3,2,999.99,0.05,1899.981,Surly Wednesday Frameset - 2016,Mountain Bikes
421,1,6,2,469.99,0.07,874.1814,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes
421,2,3,2,999.99,0.2,1599.984,Surly Wednesday Frameset - 2016,Mountain Bikes
421,3,20,2,599.99,0.2,959.984,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles
421,4,4,1,2899.99,0.07,2696.9907,Trek Fuel EX 8 29 - 2016,Mountain Bikes
